UNICODE	REP	ASCII	DESC	ORG
010B	Ä‹	c	LATIN SMALL LETTER C WITH DOT ABOVE 	179
0188	Æˆ	c	LATIN SMALL LETTER C WITH HOOK 	304
A794	êž”	c	LATIN SMALL LETTER C WITH PALATAL HOOK 	9984
023C	È¼	c	LATIN SMALL LETTER C WITH STROKE 	484
217D	â…½	c	SMALL ROMAN NUMERAL ONE HUNDRED 	6240
15DE	á—ž	D	CANADIAN SYLLABICS CARRIER THE 	4000
15DF	á—Ÿ	D	CANADIAN SYLLABICS CARRIER THEE 	4001
15E0	á— 	D	CANADIAN SYLLABICS CARRIER THI 	4002
13A0	áŽ 	D	CHEROKEE LETTER A 	3437
13E7	á�§	d	CHEROKEE LETTER TSU 	3508
0369	Í©	d	COMBINING LATIN SMALL LETTER D 	762
1DD8	á·˜	d	COMBINING LATIN SMALL LETTER INSULAR D 	5452
2145	â……	D	DOUBLE-STRUCK ITALIC CAPITAL D 	6185
2146	â…†	d	DOUBLE-STRUCK ITALIC SMALL D 	6186
FF24	ï¼¤	D	FULLWIDTH LATIN CAPITAL LETTER D 	22119
FF44	ï½„	d	FULLWIDTH LATIN SMALL LETTER D 	22149
0044	D	D	LATIN CAPITAL LETTER D 	29
010E	ÄŽ	D	LATIN CAPITAL LETTER D WITH CARON 	182
1E10	á¸�	D	LATIN CAPITAL LETTER D WITH CEDILLA 	5500
1E12	á¸’	D	LATIN CAPITAL LETTER D WITH CIRCUMFLEX BELOW 	5502
1E0A	á¸Š	D	LATIN CAPITAL LETTER D WITH DOT ABOVE 	5494
1E0C	á¸Œ	D	LATIN CAPITAL LETTER D WITH DOT BELOW 	5496
018A	ÆŠ	D	LATIN CAPITAL LETTER D WITH HOOK 	306
1E0E	á¸Ž	D	LATIN CAPITAL LETTER D WITH LINE BELOW 	5498
01F2	Ç²	D	LATIN CAPITAL LETTER D WITH SMALL LETTER Z 	410
01C5	Ç…	D	LATIN CAPITAL LETTER D WITH SMALL LETTER Z WITH CARON 	365
0110	Ä�	D	LATIN CAPITAL LETTER D WITH STROKE 	184
018B	Æ‹	D	LATIN CAPITAL LETTER D WITH TOPBAR 	307
00D0	Ã�	D	LATIN CAPITAL LETTER ETH 	122
1D05	á´…	D	LATIN LETTER SMALL CAPITAL D 	5241
1D06	á´†	D	LATIN LETTER SMALL CAPITAL ETH 	5242
0064	d	d	LATIN SMALL LETTER D 	59
010F	Ä�	d	LATIN SMALL LETTER D WITH CARON 	183
1E11	á¸‘	d	LATIN SMALL LETTER D WITH CEDILLA 	5501
1E13	á¸“	d	LATIN SMALL LETTER D WITH CIRCUMFLEX BELOW 	5503
0221	È¡	d	LATIN SMALL LETTER D WITH CURL 	457
1E0B	á¸‹	d	LATIN SMALL LETTER D WITH DOT ABOVE 	5495
1E0D	á¸�	d	LATIN SMALL LETTER D WITH DOT BELOW 	5497
0257	É—	d	LATIN SMALL LETTER D WITH HOOK 	511
1D91	á¶‘	d	LATIN SMALL LETTER D WITH HOOK AND TAIL 	5381
1E0F	á¸�	d	LATIN SMALL LETTER D WITH LINE BELOW 	5499
1D6D	áµ­	d	LATIN SMALL LETTER D WITH MIDDLE TILDE 	5345
1D81	á¶�	d	LATIN SMALL LETTER D WITH PALATAL HOOK 	5365
0111	Ä‘	d	LATIN SMALL LETTER D WITH STROKE 	185
0256	É–	d	LATIN SMALL LETTER D WITH TAIL 	510
018C	ÆŒ	d	LATIN SMALL LETTER D WITH TOPBAR 	308
217E	â…¾	d	SMALL ROMAN NUMERAL FIVE HUNDRED 	6241
13AC	áŽ¬	E	CHEROKEE LETTER GV 	3449
0364	Í¤	e	COMBINING LATIN SMALL LETTER E 	757
2147	â…‡	e	DOUBLE-STRUCK ITALIC SMALL E 	6187
2140	â…€	E	DOUBLE-STRUCK N-ARY SUMMATION 	6180
2107	â„‡	e	EULER CONSTANT 	6132
FF25	ï¼¥	E	FULLWIDTH LATIN CAPITAL LETTER E 	22120
FF45	ï½…	e	FULLWIDTH LATIN SMALL LETTER E 	22150
0395	Î•	E	GREEK CAPITAL LETTER EPSILON 	794
1F19	á¼™	E	GREEK CAPITAL LETTER EPSILON WITH DASIA 	5763
1F1D	á¼�	E	GREEK CAPITAL LETTER EPSILON WITH DASIA AND OXIA 	5767
1F1B	á¼›	E	GREEK CAPITAL LETTER EPSILON WITH DASIA AND VARIA 	5765
1FC9	á¿‰	E	GREEK CAPITAL LETTER EPSILON WITH OXIA 	5925
1F18	á¼˜	E	GREEK CAPITAL LETTER EPSILON WITH PSILI 	5762
1F1C	á¼œ	E	GREEK CAPITAL LETTER EPSILON WITH PSILI AND OXIA 	5766
1F1A	á¼š	E	GREEK CAPITAL LETTER EPSILON WITH PSILI AND VARIA 	5764
0388	Îˆ	E	GREEK CAPITAL LETTER EPSILON WITH TONOS 	783
1FC8	á¿ˆ	E	GREEK CAPITAL LETTER EPSILON WITH VARIA 	5924
03B5	Îµ	e	GREEK SMALL LETTER EPSILON 	825
1F11	á¼‘	e	GREEK SMALL LETTER EPSILON WITH DASIA 	5757
1F15	á¼•	e	GREEK SMALL LETTER EPSILON WITH DASIA AND OXIA 	5761
1F13	á¼“	e	GREEK SMALL LETTER EPSILON WITH DASIA AND VARIA 	5759
1F73	á½³	e	GREEK SMALL LETTER EPSILON WITH OXIA 	5843
1F10	á¼�	e	GREEK SMALL LETTER EPSILON WITH PSILI 	5756
1F14	á¼”	e	GREEK SMALL LETTER EPSILON WITH PSILI AND OXIA 	5760
1F12	á¼’	e	GREEK SMALL LETTER EPSILON WITH PSILI AND VARIA 	5758
03AD	Î­	e	GREEK SMALL LETTER EPSILON WITH TONOS 	817
1F72	á½²	e	GREEK SMALL LETTER EPSILON WITH VARIA 	5842
0045	E	E	LATIN CAPITAL LETTER E 	30
00C9	Ã‰	E	LATIN CAPITAL LETTER E WITH ACUTE 	115
0114	Ä”	E	LATIN CAPITAL LETTER E WITH BREVE 	188
011A	Äš	E	LATIN CAPITAL LETTER E WITH CARON 	194
0228	È¨	E	LATIN CAPITAL LETTER E WITH CEDILLA 	464
1E1C	á¸œ	E	LATIN CAPITAL LETTER E WITH CEDILLA AND BREVE 	5512
00CA	ÃŠ	E	LATIN CAPITAL LETTER E WITH CIRCUMFLEX 	116
1EBE	áº¾	E	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND ACUTE 	5674
1EC6	á»†	E	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND DOT BELOW 	5682
1EC0	á»€	E	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND GRAVE 	5676
1EC2	á»‚	E	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE 	5678
1EC4	á»„	E	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND TILDE 	5680
1E18	á¸˜	E	LATIN CAPITAL LETTER E WITH CIRCUMFLEX BELOW 	5508
00CB	Ã‹	E	LATIN CAPITAL LETTER E WITH DIAERESIS 	117
0116	Ä–	E	LATIN CAPITAL LETTER E WITH DOT ABOVE 	190
1EB8	áº¸	E	LATIN CAPITAL LETTER E WITH DOT BELOW 	5668
0204	È„	E	LATIN CAPITAL LETTER E WITH DOUBLE GRAVE 	428
00C8	Ãˆ	E	LATIN CAPITAL LETTER E WITH GRAVE 	114
1EBA	áºº	E	LATIN CAPITAL LETTER E WITH HOOK ABOVE 	5670
0206	È†	E	LATIN CAPITAL LETTER E WITH INVERTED BREVE 	430
0112	Ä’	E	LATIN CAPITAL LETTER E WITH MACRON 	186
1E16	á¸–	E	LATIN CAPITAL LETTER E WITH MACRON AND ACUTE 	5506
1E14	á¸”	E	LATIN CAPITAL LETTER E WITH MACRON AND GRAVE 	5504
0118	Ä˜	E	LATIN CAPITAL LETTER E WITH OGONEK 	192
0246	É†	E	LATIN CAPITAL LETTER E WITH STROKE 	494
1EBC	áº¼	E	LATIN CAPITAL LETTER E WITH TILDE 	5672
1E1A	á¸š	E	LATIN CAPITAL LETTER E WITH TILDE BELOW 	5510
1D07	á´‡	E	LATIN LETTER SMALL CAPITAL E 	5243
0065	e	e	LATIN SMALL LETTER E 	60
00E9	Ã©	e	LATIN SMALL LETTER E WITH ACUTE 	146
0115	Ä•	e	LATIN SMALL LETTER E WITH BREVE 	189
011B	Ä›	e	LATIN SMALL LETTER E WITH CARON 	195
0229	È©	e	LATIN SMALL LETTER E WITH CEDILLA 	465
1E1D	á¸�	e	LATIN SMALL LETTER E WITH CEDILLA AND BREVE 	5513
00EA	Ãª	e	LATIN SMALL LETTER E WITH CIRCUMFLEX 	147
1EBF	áº¿	e	LATIN SMALL LETTER E WITH CIRCUMFLEX AND ACUTE 	5675
1EC7	á»‡	e	LATIN SMALL LETTER E WITH CIRCUMFLEX AND DOT BELOW 	5683
1EC1	á»�	e	LATIN SMALL LETTER E WITH CIRCUMFLEX AND GRAVE 	5677
1EC3	á»ƒ	e	LATIN SMALL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE 	5679
1EC5	á»…	e	LATIN SMALL LETTER E WITH CIRCUMFLEX AND TILDE 	5681
1E19	á¸™	e	LATIN SMALL LETTER E WITH CIRCUMFLEX BELOW 	5509
00EB	Ã«	e	LATIN SMALL LETTER E WITH DIAERESIS 	148
0117	Ä—	e	LATIN SMALL LETTER E WITH DOT ABOVE 	191
1EB9	áº¹	e	LATIN SMALL LETTER E WITH DOT BELOW 	5669
0205	È…	e	LATIN SMALL LETTER E WITH DOUBLE GRAVE 	429
AB34	ê¬´	e	LATIN SMALL LETTER E WITH FLOURISH 	10628
00E8	Ã¨	e	LATIN SMALL LETTER E WITH GRAVE 	145
1EBB	áº»	e	LATIN SMALL LETTER E WITH HOOK ABOVE 	5671
0207	È‡	e	LATIN SMALL LETTER E WITH INVERTED BREVE 	431
0113	Ä“	e	LATIN SMALL LETTER E WITH MACRON 	187
1E17	á¸—	e	LATIN SMALL LETTER E WITH MACRON AND ACUTE 	5507
1E15	á¸•	e	LATIN SMALL LETTER E WITH MACRON AND GRAVE 	5505
2C78	â±¸	e	LATIN SMALL LETTER E WITH NOTCH 	6819
0119	Ä™	e	LATIN SMALL LETTER E WITH OGONEK 	193
1D92	á¶’	e	LATIN SMALL LETTER E WITH RETROFLEX HOOK 	5382
0247	É‡	e	LATIN SMALL LETTER E WITH STROKE 	495
1EBD	áº½	e	LATIN SMALL LETTER E WITH TILDE 	5673
1E1B	á¸›	e	LATIN SMALL LETTER E WITH TILDE BELOW 	5511
01DD	Ç�	e	LATIN SMALL LETTER TURNED E 	389
2091	â‚‘	e	LATIN SUBSCRIPT SMALL LETTER E 	6093
22FF	â‹¿	E	Z NOTATION BAG MEMBERSHIP 	6487
FF26	ï¼¦	F	FULLWIDTH LATIN CAPITAL LETTER F 	22121
FF46	ï½†	f	FULLWIDTH LATIN SMALL LETTER F 	22151
0046	F	F	LATIN CAPITAL LETTER F 	31
1E1E	á¸ž	F	LATIN CAPITAL LETTER F WITH DOT ABOVE 	5514
0191	Æ‘	F	LATIN CAPITAL LETTER F WITH HOOK 	313
A798	êž˜	F	LATIN CAPITAL LETTER F WITH STROKE 	9988
A730	êœ°	F	LATIN LETTER SMALL CAPITAL F 	9886
2132	â„²	F	TURNED CAPITAL F 	6167
214E	â…Ž	f	TURNED SMALL F 	6193
FB00	ï¬€	ff	LATIN SMALL LIGATURE FF 	21963
222D	âˆ­	fff	TRIPLE INTEGRAL 	6303
2230	âˆ°	fff	VOLUME INTEGRAL 	6306
FB03	ï¬ƒ	ffi	LATIN SMALL LIGATURE FFI 	21966
FB04	ï¬„	ffl	LATIN SMALL LIGATURE FFL 	21967
FB01	ï¬�	fi	LATIN SMALL LIGATURE FI 	21964
FB02	ï¬‚	fl	LATIN SMALL LIGATURE FL 	21965
FB05	ï¬…	ft	LATIN SMALL LIGATURE LONG S T 	21968
13B6	áŽ¶	G	CHEROKEE LETTER LO 	3459
13C0	á�€	G	CHEROKEE LETTER NAH 	3469
13E9	á�©	G	CHEROKEE LETTER WA 	3510
13F3	á�³	G	CHEROKEE LETTER YU 	3520
1DDB	á·›	G	COMBINING LATIN LETTER SMALL CAPITAL G 	5455
1DDA	á·š	g	COMBINING LATIN SMALL LETTER G 	5454
FF27	ï¼§	G	FULLWIDTH LATIN CAPITAL LETTER G 	22122
FF47	ï½‡	g	FULLWIDTH LATIN SMALL LETTER G 	22152
0047	G	G	LATIN CAPITAL LETTER G 	32
01F4	Ç´	G	LATIN CAPITAL LETTER G WITH ACUTE 	412
011E	Äž	G	LATIN CAPITAL LETTER G WITH BREVE 	198
01E6	Ç¦	G	LATIN CAPITAL LETTER G WITH CARON 	398
0122	Ä¢	G	LATIN CAPITAL LETTER G WITH CEDILLA 	202
011C	Äœ	G	LATIN CAPITAL LETTER G WITH CIRCUMFLEX 	196
0120	Ä 	G	LATIN CAPITAL LETTER G WITH DOT ABOVE 	200
0193	Æ“	G	LATIN CAPITAL LETTER G WITH HOOK 	315
1E20	á¸ 	G	LATIN CAPITAL LETTER G WITH MACRON 	5516
A7A0	êž 	G	LATIN CAPITAL LETTER G WITH OBLIQUE STROKE 	9996
01E4	Ç¤	G	LATIN CAPITAL LETTER G WITH STROKE 	396
0194	Æ”	G	LATIN CAPITAL LETTER GAMMA 	316
0262	É¢	G	LATIN LETTER SMALL CAPITAL G 	522
029B	Ê›	G	LATIN LETTER SMALL CAPITAL G WITH HOOK 	579
0067	g	g	LATIN SMALL LETTER G 	62
01F5	Çµ	g	LATIN SMALL LETTER G WITH ACUTE 	413
011F	ÄŸ	g	LATIN SMALL LETTER G WITH BREVE 	199
01E7	Ç§	g	LATIN SMALL LETTER G WITH CARON 	399
0123	Ä£	g	LATIN SMALL LETTER G WITH CEDILLA 	203
011D	Ä�	g	LATIN SMALL LETTER G WITH CIRCUMFLEX 	197
0121	Ä¡	g	LATIN SMALL LETTER G WITH DOT ABOVE 	201
0260	É 	g	LATIN SMALL LETTER G WITH HOOK 	520
1E21	á¸¡	g	LATIN SMALL LETTER G WITH MACRON 	5517
A7A1	êž¡	g	LATIN SMALL LETTER G WITH OBLIQUE STROKE 	9997
1D83	á¶ƒ	g	LATIN SMALL LETTER G WITH PALATAL HOOK 	5367
01E5	Ç¥	g	LATIN SMALL LETTER G WITH STROKE 	397
0261	É¡	g	LATIN SMALL LETTER SCRIPT G 	521
1D77	áµ·	g	LATIN SMALL LETTER TURNED G 	5355
210A	â„Š	g	SCRIPT SMALL G 	6135
2141	â…�	G	TURNED SANS-SERIF CAPITAL G 	6181
13BB	áŽ»	H	CHEROKEE LETTER MI 	3464
13C2	á�‚	h	CHEROKEE LETTER NI 	3471
036A	Íª	h	COMBINING LATIN SMALL LETTER H 	763
210D	â„�	H	DOUBLE-STRUCK CAPITAL H 	6138
FF28	ï¼¨	H	FULLWIDTH LATIN CAPITAL LETTER H 	22123
FF48	ï½ˆ	h	FULLWIDTH LATIN SMALL LETTER H 	22153
0397	Î—	H	GREEK CAPITAL LETTER ETA 	796
1F29	á¼©	H	GREEK CAPITAL LETTER ETA WITH DASIA 	5777
1F2D	á¼­	H	GREEK CAPITAL LETTER ETA WITH DASIA AND OXIA 	5781
1F9D	á¾�	H	GREEK CAPITAL LETTER ETA WITH DASIA AND OXIA AND PROSGEGRAMMENI 	5883
1F2F	á¼¯	H	GREEK CAPITAL LETTER ETA WITH DASIA AND PERISPOMENI 	5783
1F9F	á¾Ÿ	H	GREEK CAPITAL LETTER ETA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI 	5885
1F99	á¾™	H	GREEK CAPITAL LETTER ETA WITH DASIA AND PROSGEGRAMMENI 	5879
1F2B	á¼«	H	GREEK CAPITAL LETTER ETA WITH DASIA AND VARIA 	5779
1F9B	á¾›	H	GREEK CAPITAL LETTER ETA WITH DASIA AND VARIA AND PROSGEGRAMMENI 	5881
1FCB	á¿‹	H	GREEK CAPITAL LETTER ETA WITH OXIA 	5927
1FCC	á¿Œ	H	GREEK CAPITAL LETTER ETA WITH PROSGEGRAMMENI 	5928
1F28	á¼¨	H	GREEK CAPITAL LETTER ETA WITH PSILI 	5776
1F2C	á¼¬	H	GREEK CAPITAL LETTER ETA WITH PSILI AND OXIA 	5780
1F9C	á¾œ	H	GREEK CAPITAL LETTER ETA WITH PSILI AND OXIA AND PROSGEGRAMMENI 	5882
1F2E	á¼®	H	GREEK CAPITAL LETTER ETA WITH PSILI AND PERISPOMENI 	5782
1F9E	á¾ž	H	GREEK CAPITAL LETTER ETA WITH PSILI AND PERISPOMENI AND PROSGEGRAMMENI 	5884
1F98	á¾˜	H	GREEK CAPITAL LETTER ETA WITH PSILI AND PROSGEGRAMMENI 	5878
1F2A	á¼ª	H	GREEK CAPITAL LETTER ETA WITH PSILI AND VARIA 	5778
1F9A	á¾š	H	GREEK CAPITAL LETTER ETA WITH PSILI AND VARIA AND PROSGEGRAMMENI 	5880
0389	Î‰	H	GREEK CAPITAL LETTER ETA WITH TONOS 	784
1FCA	á¿Š	H	GREEK CAPITAL LETTER ETA WITH VARIA 	5926
0048	H	H	LATIN CAPITAL LETTER H 	33
1E2A	á¸ª	H	LATIN CAPITAL LETTER H WITH BREVE BELOW 	5526
021E	Èž	H	LATIN CAPITAL LETTER H WITH CARON 	454
1E28	á¸¨	H	LATIN CAPITAL LETTER H WITH CEDILLA 	5524
0124	Ä¤	H	LATIN CAPITAL LETTER H WITH CIRCUMFLEX 	204
2C67	â±§	H	LATIN CAPITAL LETTER H WITH DESCENDER 	6802
1E26	á¸¦	H	LATIN CAPITAL LETTER H WITH DIAERESIS 	5522
1E22	á¸¢	H	LATIN CAPITAL LETTER H WITH DOT ABOVE 	5518
1E24	á¸¤	H	LATIN CAPITAL LETTER H WITH DOT BELOW 	5520
A7AA	êžª	H	LATIN CAPITAL LETTER H WITH HOOK 	10006
0126	Ä¦	H	LATIN CAPITAL LETTER H WITH STROKE 	206
2C75	â±µ	H	LATIN CAPITAL LETTER HALF H 	6816
029C	Êœ	H	LATIN LETTER SMALL CAPITAL H 	580
0068	h	h	LATIN SMALL LETTER H 	63
1E2B	á¸«	h	LATIN SMALL LETTER H WITH BREVE BELOW 	5527
021F	ÈŸ	h	LATIN SMALL LETTER H WITH CARON 	455
1E29	á¸©	h	LATIN SMALL LETTER H WITH CEDILLA 	5525
0125	Ä¥	h	LATIN SMALL LETTER H WITH CIRCUMFLEX 	205
2C68	â±¨	h	LATIN SMALL LETTER H WITH DESCENDER 	6803
1E27	á¸§	h	LATIN SMALL LETTER H WITH DIAERESIS 	5523
1E23	á¸£	h	LATIN SMALL LETTER H WITH DOT ABOVE 	5519
1E25	á¸¥	h	LATIN SMALL LETTER H WITH DOT BELOW 	5521
0266	É¦	h	LATIN SMALL LETTER H WITH HOOK 	526
1E96	áº–	h	LATIN SMALL LETTER H WITH LINE BELOW 	5634
A795	êž•	h	LATIN SMALL LETTER H WITH PALATAL HOOK 	9985
0127	Ä§	h	LATIN SMALL LETTER H WITH STROKE 	207
2C76	â±¶	h	LATIN SMALL LETTER HALF H 	6817
0265	É¥	h	LATIN SMALL LETTER TURNED H 	525
02AE	Ê®	h	LATIN SMALL LETTER TURNED H WITH FISHHOOK 	598
02AF	Ê¯	h	LATIN SMALL LETTER TURNED H WITH FISHHOOK AND TAIL 	599
2095	â‚•	h	LATIN SUBSCRIPT SMALL LETTER H 	6097
210E	â„Ž	h	PLANCK CONSTANT 	6139
210F	â„�	h	PLANCK CONSTANT OVER TWO PI 	6140
210B	â„‹	H	SCRIPT CAPITAL H 	6136
0195	Æ•	hv	LATIN SMALL LETTER HV 	317
13B0	áŽ°	I	CHEROKEE LETTER HO 	3453
13C6	á�†	I	CHEROKEE LETTER QUA 	3475
13A5	áŽ¥	i	CHEROKEE LETTER V 	3442
0365	Í¥	i	COMBINING LATIN SMALL LETTER I 	758
2148	â…ˆ	i	DOUBLE-STRUCK ITALIC SMALL I 	6188
FF29	ï¼©	I	FULLWIDTH LATIN CAPITAL LETTER I 	22124
FF49	ï½‰	i	FULLWIDTH LATIN SMALL LETTER I 	22154
0399	Î™	I	GREEK CAPITAL LETTER IOTA 	798
1F39	á¼¹	I	GREEK CAPITAL LETTER IOTA WITH DASIA 	5793
1F3D	á¼½	I	GREEK CAPITAL LETTER IOTA WITH DASIA AND OXIA 	5797
1F3F	á¼¿	I	GREEK CAPITAL LETTER IOTA WITH DASIA AND PERISPOMENI 	5799
1F3B	á¼»	I	GREEK CAPITAL LETTER IOTA WITH DASIA AND VARIA 	5795
03AA	Îª	I	GREEK CAPITAL LETTER IOTA WITH DIALYTIKA 	814
1FD9	á¿™	I	GREEK CAPITAL LETTER IOTA WITH MACRON 	5939
1FDB	á¿›	I	GREEK CAPITAL LETTER IOTA WITH OXIA 	5941
1F38	á¼¸	I	GREEK CAPITAL LETTER IOTA WITH PSILI 	5792
1F3C	á¼¼	I	GREEK CAPITAL LETTER IOTA WITH PSILI AND OXIA 	5796
1F3E	á¼¾	I	GREEK CAPITAL LETTER IOTA WITH PSILI AND PERISPOMENI 	5798
1F3A	á¼º	I	GREEK CAPITAL LETTER IOTA WITH PSILI AND VARIA 	5794
038A	ÎŠ	I	GREEK CAPITAL LETTER IOTA WITH TONOS 	785
1FDA	á¿š	I	GREEK CAPITAL LETTER IOTA WITH VARIA 	5940
1FD8	á¿˜	I	GREEK CAPITAL LETTER IOTA WITH VRACHY 	5938
03B9	Î¹	i	GREEK SMALL LETTER IOTA 	829
1F31	á¼±	i	GREEK SMALL LETTER IOTA WITH DASIA 	5785
1F35	á¼µ	i	GREEK SMALL LETTER IOTA WITH DASIA AND OXIA 	5789
1F37	á¼·	i	GREEK SMALL LETTER IOTA WITH DASIA AND PERISPOMENI 	5791
1F33	á¼³	i	GREEK SMALL LETTER IOTA WITH DASIA AND VARIA 	5787
03CA	ÏŠ	i	GREEK SMALL LETTER IOTA WITH DIALYTIKA 	846
1FD3	á¿“	i	GREEK SMALL LETTER IOTA WITH DIALYTIKA AND OXIA 	5935
1FD7	á¿—	i	GREEK SMALL LETTER IOTA WITH DIALYTIKA AND PERISPOMENI 	5937
0390	Î�	i	GREEK SMALL LETTER IOTA WITH DIALYTIKA AND TONOS 	789
1FD2	á¿’	i	GREEK SMALL LETTER IOTA WITH DIALYTIKA AND VARIA 	5934
1FD1	á¿‘	i	GREEK SMALL LETTER IOTA WITH MACRON 	5933
1F77	á½·	i	GREEK SMALL LETTER IOTA WITH OXIA 	5847
1FD6	á¿–	i	GREEK SMALL LETTER IOTA WITH PERISPOMENI 	5936
1F30	á¼°	i	GREEK SMALL LETTER IOTA WITH PSILI 	5784
1F34	á¼´	i	GREEK SMALL LETTER IOTA WITH PSILI AND OXIA 	5788
1F36	á¼¶	i	GREEK SMALL LETTER IOTA WITH PSILI AND PERISPOMENI 	5790
1F32	á¼²	i	GREEK SMALL LETTER IOTA WITH PSILI AND VARIA 	5786
03AF	Î¯	i	GREEK SMALL LETTER IOTA WITH TONOS 	819
1F76	á½¶	i	GREEK SMALL LETTER IOTA WITH VARIA 	5846
1FD0	á¿�	i	GREEK SMALL LETTER IOTA WITH VRACHY 	5932
0049	I	I	LATIN CAPITAL LETTER I 	34
00CD	Ã�	I	LATIN CAPITAL LETTER I WITH ACUTE 	119
012C	Ä¬	I	LATIN CAPITAL LETTER I WITH BREVE 	212
01CF	Ç�	I	LATIN CAPITAL LETTER I WITH CARON 	375
00CE	ÃŽ	I	LATIN CAPITAL LETTER I WITH CIRCUMFLEX 	120
00CF	Ã�	I	LATIN CAPITAL LETTER I WITH DIAERESIS 	121
1E2E	á¸®	I	LATIN CAPITAL LETTER I WITH DIAERESIS AND ACUTE 	5530
0130	Ä°	I	LATIN CAPITAL LETTER I WITH DOT ABOVE 	216
1ECA	á»Š	I	LATIN CAPITAL LETTER I WITH DOT BELOW 	5686
0208	Èˆ	I	LATIN CAPITAL LETTER I WITH DOUBLE GRAVE 	432
00CC	ÃŒ	I	LATIN CAPITAL LETTER I WITH GRAVE 	118
1EC8	á»ˆ	I	LATIN CAPITAL LETTER I WITH HOOK ABOVE 	5684
020A	ÈŠ	I	LATIN CAPITAL LETTER I WITH INVERTED BREVE 	434
012A	Äª	I	LATIN CAPITAL LETTER I WITH MACRON 	210
012E	Ä®	I	LATIN CAPITAL LETTER I WITH OGONEK 	214
0197	Æ—	I	LATIN CAPITAL LETTER I WITH STROKE 	319
0128	Ä¨	I	LATIN CAPITAL LETTER I WITH TILDE 	208
1E2C	á¸¬	I	LATIN CAPITAL LETTER I WITH TILDE BELOW 	5528
0069	i	i	LATIN SMALL LETTER I 	64
00ED	Ã­	i	LATIN SMALL LETTER I WITH ACUTE 	150
012D	Ä­	i	LATIN SMALL LETTER I WITH BREVE 	213
01D0	Ç�	i	LATIN SMALL LETTER I WITH CARON 	376
00EE	Ã®	i	LATIN SMALL LETTER I WITH CIRCUMFLEX 	151
00EF	Ã¯	i	LATIN SMALL LETTER I WITH DIAERESIS 	152
1E2F	á¸¯	i	LATIN SMALL LETTER I WITH DIAERESIS AND ACUTE 	5531
1ECB	á»‹	i	LATIN SMALL LETTER I WITH DOT BELOW 	5687
0209	È‰	i	LATIN SMALL LETTER I WITH DOUBLE GRAVE 	433
00EC	Ã¬	i	LATIN SMALL LETTER I WITH GRAVE 	149
1EC9	á»‰	i	LATIN SMALL LETTER I WITH HOOK ABOVE 	5685
020B	È‹	i	LATIN SMALL LETTER I WITH INVERTED BREVE 	435
012B	Ä«	i	LATIN SMALL LETTER I WITH MACRON 	211
012F	Ä¯	i	LATIN SMALL LETTER I WITH OGONEK 	215
1D96	á¶–	i	LATIN SMALL LETTER I WITH RETROFLEX HOOK 	5386
0268	É¨	i	LATIN SMALL LETTER I WITH STROKE 	528
0129	Ä©	i	LATIN SMALL LETTER I WITH TILDE 	209
1E2D	á¸­	i	LATIN SMALL LETTER I WITH TILDE BELOW 	5529
1D62	áµ¢	i	LATIN SUBSCRIPT SMALL LETTER I 	5334
2110	â„�	I	SCRIPT CAPITAL I 	6141
217C	â…¼	i	SMALL ROMAN NUMERAL FIFTY 	6239
2170	â…°	i	SMALL ROMAN NUMERAL ONE 	6227
2071	â�±	i	SUPERSCRIPT LATIN SMALL LETTER I 	6068
2172	â…²	ii	SMALL ROMAN NUMERAL THREE 	6229
2171	â…±	ii	SMALL ROMAN NUMERAL TWO 	6228
0132	Ä²	IJ	LATIN CAPITAL LIGATURE IJ 	218
026A	Éª	IJ	LATIN LETTER SMALL CAPITAL I 	530
0133	Ä³	ij	LATIN SMALL LIGATURE IJ 	219
2173	â…³	iv	SMALL ROMAN NUMERAL FOUR 	6230
2178	â…¸	ix	SMALL ROMAN NUMERAL NINE 	6235
13AB	áŽ«	J	CHEROKEE LETTER GU 	3448
2149	â…‰	j	DOUBLE-STRUCK ITALIC SMALL J 	6189
FF2A	ï¼ª	J	FULLWIDTH LATIN CAPITAL LETTER J 	22125
FF4A	ï½Š	j	FULLWIDTH LATIN SMALL LETTER J 	22155
004A	J	J	LATIN CAPITAL LETTER J 	35
0134	Ä´	J	LATIN CAPITAL LETTER J WITH CIRCUMFLEX 	220
1D0A	á´Š	J	LATIN LETTER SMALL CAPITAL J 	5246
006A	j	j	LATIN SMALL LETTER J 	65
01F0	Ç°	j	LATIN SMALL LETTER J WITH CARON 	408
0135	Äµ	j	LATIN SMALL LETTER J WITH CIRCUMFLEX 	221
029D	Ê�	j	LATIN SMALL LETTER J WITH CROSSED-TAIL 	581
0249	É‰	j	LATIN SMALL LETTER J WITH STROKE 	497
2C7C	â±¼	j	LATIN SUBSCRIPT SMALL LETTER J 	6823
13E6	á�¦	K	CHEROKEE LETTER TSO 	3507
1DDC	á·œ	k	COMBINING LATIN SMALL LETTER K 	5456
FF2B	ï¼«	K	FULLWIDTH LATIN CAPITAL LETTER K 	22126
